,number,name,name_higher,short,desc,info,info2,year
38,2535,Perustason lääkinnällinen avokuntoutus ,Erittelemätön perusterveydenhuollon avohoito,perustasokuntoutus,"perustason lääkinnällinen kuntoutus, joka toteutetaan kuntoutusyksikössä tai muualla kuntoutusammattihenkilöstön työnä esim. asiakkaan kotona","Sisältää Terveydenhuoltolain 29 §:n mukaiset perustason lääkinnälliset kuntoutuspalvelut, jotka toteutetaan kyseisiä tehtäviä koskevassa yksikössä. Luokkaan sisällytetään myös  muualla tehtävä kuntoutusammattihenkilöstön työ.  Lääkinnälliseen kuntoutukseen kuuluu:
- kuntoutusneuvonta ja kuntoutusohjaus
- toiminta- ja työkyvyn ja kuntoutustarpeen arviointi
- kuntoutustutkimus
- toimintakyvyn parantamiseen ja ylläpitämiseen tähtäävät terapiat sekä muut tarvittavaa kuntoutumista edistävät toimenpiteet, mukaan lukien kuntoutusammattihenkilöstön työnä tehty kotikuntoutus
- apuvälinepalvelut (Perusterveydenhuollon apuvälineyksiköt kirjaavat kustannukset tähän luokkaan. Keskitetyt eli perusterveydenhuollon ja erikoissairaanhoidon yhteisten apuvälineyksiköiden kustannukset kirjataan Aikuisten somaattinen erikoissairaanhoito –luokkaan.) 
- sopeutumisvalmennus.
Lääkinnällistä kuntoutusta tekevät esimerkiksi kuntoutuksen erityistyöntekijät, kuten kuntohoitajat fysioterapeutit, toimintaterapeutit, puheterapeutit, ravitsemusterapeutit tai psykoterapeutit.                            
Luokka ei sisällä erikoissairaanhoidossa annettavia lääkinnällisiä kuntoutuspalveluja.  ",,2021
51,2605,Lastentautien yksikössä annettu somaattinen erikoissairaanhoito,Erittelemätön erikoissairaanhoito,lapesomaattinenesh,"somaattisen erikoissairaanhoidon avohoito, vuodeosastohoito, päiväkirurgia sekä päiväsairaanhoito (pl. suun terveydenhuollon erityistason palvelut) lastentautien yksiköissä ml. lastenneurologia ja lastenkirurgia","Muualla kuin lastentautien yksiköissä toteutettu lasten ja nuorten päiväkirurgia ja päiväsairaanhoito voidaan sisällyttää muuhun erikoissairaanhoitoon eli sitä ei tarvitse erotella tähän luokkaan.

Somaattisen erikoissairaanhoidon avohoidolla tarkoitetaan vastaanottopalveluja, joihin voi toisinaan liittyä polikliinisiä toimenpiteitä kuten suolikanavan tähystystoimenpiteitä (mahalaukku, paksusuoli), keuhkoputken tähystyksiä, sydämen ultraäänitutkimuksia tai muita vastaavan kaltaisia tutkimuksia tai hoitoja. Toimenpiteisiin voi liittyä paikallispuudutteiden käyttö ja lievä sedaatio väsyttävillä ja rauhoittavilla lääkkeillä. 

Päiväkirurgialla tarkoitetaan operatiivisten erikoisalojen pääosin kiireettömiä toimenpiteitä ja leikkauksia, joissa potilaat saapuvat toimenpiteeseen leikkauspäivänä ja kotiutuvat pääsääntöisesti saman päivän aikana.  Toimenpiteissä voidaan potilas nukuttaa tai käyttää laajempia johtopuudutuksia tai selkäydinpuudutuksia. Osa päiväkirurgista leikkauksista voidaan tehdä kokonaan paikallispuudutuksessa. 

Avohoitona voidaan toteuttaa päiväsairaalatoimintaa, jossa potilas saa hoitoja usein toistetusti päiväsairaalassa, mutta kotiutuu yöksi. Tällöin voidaan toteuttaa vaativimpia ja aikaa vieviä hoitoja ja tutkimuksia, joissa potilas tarvitsee lepopaikan, mutta ei hoito ei edellytä yöpymistä sairaalassa. Hän voi yöpyä kotona tai potilashotellissa. 

Vuodeosastohoidolla tarkoitetaan laitoshoitoa, jossa potilas sisäänkirjoitetaan sairaalaan tämän saapuessa vuodeosastolle ja uloskirjoitetaan vuodeosastolta lähtiessä. 
",,2021
37,2534,Opiskeluterveydenhuollon palvelut,Erittelemätön perusterveydenhuollon avohoito,opiskeluterveyshuo,lukioiden ja ammatillista peruskoulutusta antavien oppilaitosten opiskelijoille annettavat opiskeluterveydenhuollon palvelut,"Opiskeluterveydenhuollon palvelut (pl. suun terveydenhuollon palvelut) sisältävät Terveydenhuoltolain (1326/2010) 17 §:n mukaiset palvelut: 1) oppilaitoksen opiskeluympäristön terveellisyyden ja turvallisuuden sekä opiskeluyhteisön hyvinvoinnin edistäminen ja seuranta, 2) opiskelijoiden terveyden ja hyvinvoinnin sekä opiskelukyvyn seuraaminen ja edistäminen, 3) terveyden- ja sairaanhoitopalvelujen järjestäminen opiskelijoille, mielenterveys- ja päihdetyö ja seksuaaliterveyden edistäminen sekä 4) opiskelijan erityisen tuen tai tutkimusten tarpeen varhainen tunnistaminen sekä opiskelijan tukeminen ja tarvittaessa jatkotutkimuksiin tai -hoitoon ohjaaminen. Opiskeluterveydenhuollon käyntitiedot raportoidaan THL:n Avohilmon palvelumuodossa T27 (Opiskeluterveydenhuolto).","Terveydenhuoltolaki 1326/2010) 17 § ja Avohilmo, perusterveydenhuollon avohoidon ilmoitus 2018.",2021
50,2604,Ensihoitopalvelu,Erittelemätön erikoissairaanhoito,ensihoitopalvelu,äkillisesti sairastuneen tai loukkaantuneen potilaan ensihoitopalvelu ja siihen kuuluvat potilassiirrot,"Ensihoitopalveluun sisältyy äkillisesti sairastuneen tai loukkaantuneen potilaan hoidon tarpeen arviointi ja kiireellinen hoito ensisijaisesti terveydenhuollon laitoksen ulkopuolella, tarvittaessa potilaan kuljettaminen lääketieteellisesti arvioiden tarkoituksenmukaisimpaan hoitoyksikköön ja äkillisesti sairastuneen tai vammautuneen potilaan jatkohoitoon liittyvät siirrot, silloin kun potilas tarvitsee siirron aikana vaativaa ja jatkuvaa hoitoa tai seurantaa. Muu määritys Terveydenhuoltolaki (1326/2010) ja Laki terveydenhuoltolain muuttamisesta (1516/2016) 40§                                                                                                                ",Terveydenhuoltolaki (1326/2010) 46 § (29.12.2016/1516),2021
1,1102,Vaalien järjestäminen,,vaalit,Kunnan keskusvaalilautakunnan sekä äänestysalueiden vaalilautakunnan vaalien järjestämiseen liittyvät tehtävät,,,2021
52,2606,Lastenpsykiatrinen ja nuorisopsykiatrinen erikoissairaanhoito,Erittelemätön erikoissairaanhoito,psykiatrinenlas,erikoislääkärijohtoisessa psykiatrisessa yksikössä toteutettu lastenpsykiatrinen ja alle 23-vuotiaiden nuorisopsykiatrinen hoito,Lasten- ja nuorisopsykiatrian palvelut palvelumuodosta riippumatta: Sisältää Hilmo-erikoisalat 74 (Nuorispsykiatria) ja 75 (Lastenpsykiatria). Palveluluokkaan ei sisällytetä aikuispsykiatrisessa erikoissairaanhoidossa alle 23-vuotiaille annettavia palveluja. ,Terveydenhuoltolaki (1326/2010) 53 § ,2021
61,2901,Hyvinvoinnin ja terveyden edistämisen asiantuntijapalvelut ja tuki,Erittelemätön sosiaali- ja terveystoiminta,hyteasiantuntija,"sosiaali- ja terveydenhuollon ammattilaisten ja muiden kuntatoimijoiden toiminta hyvinvoinnin ja terveyden edistämisen asiantuntijana paikallisesti, alueellisesti ja valtakunnallisesti eri tehtävissä ja hankkeissa sekä mahdolliset järjestöavustukset","Sosiaali- ja terveydenhuollon ammattilaisten ja muiden kuntatoimijoiden antama asiantuntijatuki hyvinvoinnin, terveyden ja turvallisuuden edistämisen sekä ehkäisevän päihdetyön kysymyksissä. Sisältää myös sosiaalihuoltolain 1301/2014 7§ mukaisen rakenteellinen sosiaalityön. Hyvinvoinnin ja terveyden edistämisellä tarkoitetaan tässä Terveydenhuoltolain (1326/2010, 3§) mukaisesti väestöön, yhteisöihin ja elinympäristöön kohdistuvaa toimintaa, jonka tavoitteena on terveyden, työ- ja toimintakyvyn ylläpitäminen ja parantaminen sekä terveyden taustatekijöihin vaikuttaminen, sairauksien, tapaturmien ja muiden terveysongelmien ehkäiseminen ja mielenterveyden vahvistaminen sekä väestöryhmien välisten terveyserojen kaventaminen sekä suunnitelmallista voimavarojen kohdentamista terveyttä edistävällä tavalla. Ehkäisevän päihdetyön järjestämistä koskevan lain (523/2015, 2§) mukaan ehkäisevällä päihdetyöllä tarkoitetaan toimintaa, jolla vähennetään alkoholin, tupakka- ja nikotiinituotteiden ja huumeiden käyttöä sekä ongelmallista rahapelaamista ja niistä aiheutuvia terveydellisiä, sosiaalisia ja yhteiskunnallisia haittoja.
",,2021
35,2531,Kotisairaalahoito,Erittelemätön perusterveydenhuollon avohoito,kotisairaalahoito,sairaalahoidon korvaava määräaikainen tehostetun kotisairaanhoidon palvelu,"Kotisairaalahoito on Terveydenhuoltolain (1326/2010) 25§:n mukaan määräaikaista, tehostettua kotisairaanhoitoa. Kotisairaalahoidon yhteydessä annettavat hoitosuunnitelman mukaiset hoitotarvikkeet sisältyvät hoitoon. Kotisairaalahoito voi olla perusterveydenhuollon, erikoissairaanhoidon tai niiden yhdessä järjestämä palvelu. ",Terveydenhuoltolaki (1326/2010) 25 §,2021
66,3021,Päiväkotitoiminta,,paivakotitoiminta,Päiväkodeissa järjestettävä varhaiskasvatus,Sisältää myös lapsen tukemiseksi tarvittavat tukitoimenpiteet ja vuorohoidon.,,2021
65,2907,Työelämäosallisuutta tukevat palvelut,Erittelemätön sosiaali- ja terveystoiminta,tyoelamaosallisuus,"sosiaali- ja terveydenhuollon palvelut, joilla edistetään työelämävalmiuksia, mm. vammaisten henkilöiden työhönvalmennus, vammaisten henkilöiden työllistymistä tukeva toiminta sekä työvoimapalvelupisteissä tuotetut sosiaali- ja terveyspalvelut","Palveluun ei kirjata iäkkäiden, vammaisten sekä mielenterveys- ja päihdeasiakkaiden työ- ja päivätoimintaa eikä sosiaalista kuntoutusta. 
",Sosiaalipalvelujen kuvaukset löytyvät Sosiaalialan tiedonhallinnan sanastosta (versio 5.0): https://thl.fi/documents/920442/3642270/SOSTI_fi_sv_kevytjulkaisu_SANASTO+%281%29+3011.pdf/d98d6404-1046-409d-8b1d-9656e13cf922 --> Näytä kaikki koodit,2021
64,2906,Sosiaali- ja potilasasiamiespalvelut,Erittelemätön sosiaali- ja terveystoiminta,sospotilasasiamies,Sosiaali- ja potilasasiamiespalvelut,,,2021
63,2903,Työikäisten sosiaalityö ja -ohjaus,Erittelemätön sosiaali- ja terveystoiminta,aikuissosiaalityo,"työikäisille tarkoitettu sosiaalityö, sosiaaliohjaus, sosiaalinen kuntoutus, tukisuhdetoiminta, lomanviettopalvelu, asiakkaan raha-asioiden hoitaminen ja sosiaalinen luototus sekä työikäisten asumispalvelut. Vammaisuuden, vanhuuden tai mielenterveys- ja päihdeongelman vuoksi myönnetty asumispalvelu kirjataan muihin asumispalvelun palveluokkiin.
Ehkäisevä ja täydentävä toimeentulotuki kohdistetaan tähän luokkaan kokonaisuudessaan koskien kaikkia asiakasryhmiä. Poikkeuksena kotoutumislain perusteella maksettava valtion 100% korvaama toimeentulotuki, joka kuuluu luokalle 5601 Kotoutumisen edistämisen ja maahanmuuton palvelut. ","Palveluun ei kirjata päihde- ja mielenterveyspalveluihin, vammaispalveluihin, lapsiperheiden palveluihin ja lastensuojeluun kuuluvia palveluja eikä työvoiman palvelupisteissä annettuja palveluja. 

Palveluluokalle kohdistetaan myös rikos- ja riita-asioiden sovittelu ja valvonta. Tämä palvelu on 100% valtion korvaamaa.
",Sosiaalipalvelujen kuvaukset löytyvät Sosiaalialan tiedonhallinnan sanastosta (versio 5.0): https://thl.fi/documents/920442/3642270/SOSTI_fi_sv_kevytjulkaisu_SANASTO+%281%29+3011.pdf/d98d6404-1046-409d-8b1d-9656e13cf922 --> Näytä kaikki koodit,2021
62,2902,Sosiaalipäivystys,Erittelemätön sosiaali- ja terveystoiminta,sosiaalipaivystys,Tähän laitetaan erillisten sosiaalipäivystysyksiköiden tai -tiimien toiminta. Sosiaalipäivystyksellä tarkoitetaan ympärivuorokautisesti kiireellisen ja välttämättömän avun turvaamiseksi järjestettyjä kiireellisiä sosiaalipalveluja kaikenikäisille.,"Sisältää myös SHL 29a§ mukaisen sosiaalipäivystyksen, jota on toteutettava terveydenhuollon päivystyksen yhteydessä Terveydenhuoltolain (1326/2010) 50 §:n (29.12.2016) mukaan määritellyissä laajoissa ympärivuorokautisissa päivystysyksiköissä sekä perusterveydenhuollon ja erikoissairaanhoidon yhteispäivystyksissä

Muiden palvelujen osana tehtävä päivystysluonteinen työ sisältyy ko. palvelun kustannuksiin.",,2021
60,2900,Erittelemätön sosiaali- ja terveystoiminta,Erittelemätön sosiaali- ja terveystoiminta,eritsosiaaliterv,"Erittelemätön-luokkaa voi käyttää ainoastaan kunnilta ja kuntayhtymiltä ostettavissa palveluissa. Luokalle kirjataan hyvinvoinnin ja terveyden edistämisen asiantuntijapalvelut ja tuki, sosiaalipäivystys, työikäisten sosiaalityö- ja ohjaus, sosiaali- ja potilasasiamiespalvelut ja työelämäosallisuutta tukevat palvelut.",,,2021
53,2607,Ympärivuorokautiset päivystyspalvelut,Erittelemätön erikoissairaanhoito,paivystys,"ympäri vuorokauden toimivassa laajassa päivystyksessä, yhteispäivystyksessä tai ympäri vuorokauden toimivassa perusterveydenhuollon tai akuuttilääketieteen päivystyksessä toteutettava kiireellinen sairaanhoito, joka sisältää kiireellisen suun terveydenhuollon, mielenterveyshoidon, päihdehoidon ja psykososiaalisen tuen, joka on annettava apua tarvitsevalle potilaalle hänen asuinpaikastaan riippumatta","Kiireellisellä hoidolla tarkoitetaan äkillisen sairastumisen, vamman, pitkäaikaissairauden vaikeutumisen tai toimintakyvyn alenemisen edellyttämää välitöntä arviota ja hoitoa, jota ei voida siirtää ilman sairauden pahenemista tai vamman vaikeutumista. 

Tähän ei lasketa yhteispäivystyksessä annettua sosiaalipäivystystä, sillä se on osa muuta sosiaalipäivystystä.

Palveluluokalle kohdistetaan myös päivystysluontoinen osastotoiminta sekä päivystyskäyntien kustannukset akuuttilääketieteen erikoisalan lisäksi myös muilta erikoisaloilta.
",Terveydenhuoltolaki (1326/2010) 50 § (29.12.2016/1516) ja STM:n asetus kiireellisen hoidon perusteista ja päivystyksen erikoisalakohtaisista edellytyksistä (782/2014),2021
59,2706,Tupakkalain valvonta,Erittelemätön ympäristöterveydenhuolto,tupakkalaki,"tupakkalain valvonta ja sen mukainen myyntilupien käsitteleminen, lupavalvonta sekä tupakointikieltojen valvonta, tiedottaminen, opastus ja neuvonta sekä valvontasuunnitelmien laatiminen",Sisältää myös koulutuksen ja valmennuksen.,,2021
58,2705,Terveydensuojelun edistäminen ja valvonta,Erittelemätön ympäristöterveydenhuolto,terveydensuojelu,"terveydensuojelun edistäminen ja valvonta (kuten asumisterveys, talousvesi, uimavedet, liikuntatilat, ihonkäsittely), tiedottaminen, opastus ja neuvonta, varautuminen sekä valvontasuunnitelmien laatiminen",Sisältää myös koulutuksen ja valmennuksen.,http://stm.fi/terveydensuojelu/kunnat,2021
57,2703,Eläinten terveyden ja hyvinvoinnin valvonta,Erittelemätön ympäristöterveydenhuolto,elainterveysvalvon,"eläinten terveyden (ml. eläimistä saatavien sivutuotteiden) ja eläinten hyvinvoinnin valvonta muuhun kuin viljelijätukiin liittyvä eläinten merkinnän ja rekisteröinnin valvonta, palvelu sisältää eläinten merkinnän ja rekisteröinnin valvonnan, eläinten terveyden valvonnan sekä eläinten hyvinvoinnin valvonnan, tarttuvien eläintautien ennaltaehkäisyn ja epidemioiden selvittelyn, zoonoosit, varautumisen ja valvontasuunnitelmaien laatimisen, tiedottamisen, opastuksen ja neuvonnan.","Palvelu sisältää edellä mainittuun liittyvän koulutuksen, valmennuksen ja valvonnan.",,2021
56,2702,Eläinlääkäripalvelut,Erittelemätön ympäristöterveydenhuolto,elainlaakari,"peruseläinlääkäripalvelu, kiireellinen eläinlääkäriapu ja eläinlääkäripäivystys, tiedottaminen, opastus ja neuvonta","Palvelu sisältää matkasubventiot, palkkauskustannukset, ostopalvelut ja muut kustannukset. ",,2021
55,2701,Elintarvikevalvonta ja -neuvonta,Erittelemätön ympäristöterveydenhuolto,elintarvikevalvont,"elintarvikkeiden alkutuotannon, valmistuksen, muun käsittelyn, maahantuonnin, maastaviennin, markkinoinnin, kuljetuksen, kaupanpidon, tarjoilun ja muun luovutuksen valvominen, kasvisten kauppanormien valvonta, varautuminen ja valvontasuunnitelmien laadinta, ruokamyrkytysepidemioiden selvittäminen, tiedottaminen, opastus ja neuvonta","Palvelu sisältää edellä mainittuihin liittyvän koulutuksen, valmennuksen ja valvonnan.",,2021
54,2700,Erittelemätön ympäristöterveydenhuolto,Erittelemätön ympäristöterveydenhuolto,eritymparistoterv,"Erittelemätön-luokkaa voi käyttää ainoastaan kunnilta ja kuntayhtymiltä ostettavissa palveluissa. Luokalle kirjataan elintarvikevalvonta- ja neuvonta, eläinlääkäripalvelut, eläinten terveyden ja hyvinvoinnin valvonta, terveydensuojelun edistäminen ja valvonta ja tupakkalain valvonta.",,,2021
36,2532,Kouluterveydenhuollon palvelut,Erittelemätön perusterveydenhuollon avohoito,kouluterveydenhuol,perusopetusta antavien oppilaitosten oppilaille annettavat kouluterveydenhuollon palvelut,"Kouluterveydenhuollon palvelut (pl. suun terveydenhuollon palvelut) sisältävät seuraavat Terveydenhuoltolain (1326/2010) 16 §:n mukaiset palvelut: 1) kouluympäristön terveellisyyden ja turvallisuuden sekä kouluyhteisön hyvinvoinnin edistäminen ja seuranta, 2) oppilaan kasvun ja kehityksen sekä terveyden ja hyvinvoinnin seuraaminen ja edistäminen, 3) oppilaan vanhempien ja huoltajien kasvatustyön tukeminen, 4) oppilaan erityisen tuen tai tutkimusten tarpeen varhainen tunnistaminen ja tukeminen sekä pitkäaikaisesti sairaan lapsen omahoidon tukeminen yhteistyössä muiden oppilashuollon toimijoiden kanssa sekä tarvittaessa jatkotutkimuksiin ja -hoitoon ohjaaminen ja 5) oppilaan terveydentilan toteamista varten tarpeelliset erikoistutkimukset. Kouluterveydenhuoltoon kuuluu myös oppilaan työelämään tutustuttamisen aikainen terveydenhuolto. Kouluterveydenhuollon käyntitiedot raportoidaan THL:n Avohilmon palvelumuodossa T26 (Kouluterveydenhuolto). Terveydenhuoltolain 16 §:n mukainen oppilaan suun terveydenhuolto sisällytetään palveluluokkaan ""Suun terveydenhuollon perustason palvelut""  ","Terveydenhuoltolaki 1326/2010) 16 § ja Avohilmo, perusterveydenhuollon avohoidon ilmoitus 2018.",2021
15,2230,Erittelemättömät ikääntyneiden palvelut,Erittelemättömät ikääntyneiden palvelut,eritikaantyneiden,"Erittelemätön-luokkaa voi käyttää ainoastaan kunnilta ja kuntayhtymiltä ostettavissa palveluissa. Luokalle kirjataan iäkkäiden keskitetty asiakas- ja palveluohjaus, iäkkäiden palveluasuminen ja perhehoito ja sosiaalihuoltolain mukainen liikkumista tukeva palvelu. ",,,2021
34,2530,Erittelemätön perusterveydenhuollon avohoito,Erittelemätön perusterveydenhuollon avohoito,eritperusterveys,"Erittelemätön-luokkaa voi käyttää ainoastaan kunnilta ja kuntayhtymiltä ostettavissa palveluissa. Luokalle kirjataan kotisairaalahoito, kouluterveydenhuollon palvelut, opiskeluterveydenhuollon palvelut, perustason lääkinnällinen avokuntoutus, perustason vastaanottopalvelut, työterveyshuolto ja äitiys- ja lastenneuvolapalvelut. ",,,2021
9,2182,Lapsiperheiden kotipalvelu ja perhetyö,Erittelemättömät lapsiperheiden palvelut,lapsiperhekotipalv,lapsiperheille tarkoitettu kotipalvelu ja perhetyö,"Palveluun ei kirjata lastensuojelun palveluja ja muille asiakasryhmille tarkoitettua kotipalvelua.

Asukkaille tarjotut perusterveydenhuollon palvelut (mm. lääkäri-, laboratorio- ja kuvantamispalvelut) kirjataan perusterveydenhuollon luokkiin.",Sosiaalipalvelujen kuvaukset löytyvät Sosiaalialan tiedonhallinnan sanastosta (versio 5.0): https://thl.fi/documents/920442/3642270/SOSTI_fi_sv_kevytjulkaisu_SANASTO+%281%29+3011.pdf/d98d6404-1046-409d-8b1d-9656e13cf922 --> Näytä kaikki koodit,2021
